image_path,label,crop,label_id
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2350_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cashew/red rust/red rust936_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1842_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/green mite/green mite555_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose809_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt662_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot1201_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cashew/red rust/red rust229_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight56_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic730_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Maize/grasshoper/grasshoper13_.jpg,Maize_grasshoper,Maize,11
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose99_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1670_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight538_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2376_-lMgKTY.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2253_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic88_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner667_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle780_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Cashew/red rust/red rust305_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot448_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Tomato/leaf curl/leaf curl328_.jpg,Tomato_leaf_curl,Tomato,19
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight568_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/red rust/red rust766_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Maize/grasshoper/grasshoper368_.jpg,Maize_grasshoper,Maize,11
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle449_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Cashew/red rust/red rust1167_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2530_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/healthy/healthy397_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Maize/grasshoper/grasshoper39_.jpg,Maize_grasshoper,Maize,11
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt121_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2297_-kQJh7N.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight100_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1630_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt287_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose654_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1398_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle654_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight230_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Cashew/healthy/healthy277_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot586_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic907_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1560_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1185_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot705_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cashew/healthy/healthy1189_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cassava/green mite/green mite542_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1662_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/healthy/healthy1253_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle372_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot32_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Maize/grasshoper/grasshoper73_.jpg,Maize_grasshoper,Maize,11
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot580_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight435_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight60_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight247_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic108_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Maize/streak virus/streak virus384_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight116_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1584_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/green mite/green mite502_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2169_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/healthy/healthy1163_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner702_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight119_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2170_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Maize/streak virus/streak virus516_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Maize/streak virus/streak virus188_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner681_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot470_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt126_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose740_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Tomato/healthy/healthy444_.jpg,Tomato_healthy,Tomato,17
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic588_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot1452_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner1337_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot218_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight985_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Cashew/red rust/red rust954_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Maize/streak virus/streak virus281_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight541_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt515_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight694_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/green mite/green mite427_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Cashew/red rust/red rust884_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Maize/healthy/healthy68_.jpg,Maize_healthy,Maize,12
/content/ccmt-dataset_clean/Cassava/healthy/healthy1163_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight733_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Cashew/red rust/red rust1579_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cassava/healthy/healthy304_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Tomato/leaf curl/leaf curl501_.jpg,Tomato_leaf_curl,Tomato,19
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight286_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight286_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner352_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot356_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose411_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot960_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot168_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2058_-BpJUJT.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot294_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1292_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1159_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic778_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Cashew/red rust/red rust397_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight753_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose974_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2204_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/streak virus/streak virus350_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Cashew/red rust/red rust1192_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cassava/healthy/healthy31_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot901_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2198_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1713_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Tomato/leaf curl/leaf curl270_.jpg,Tomato_leaf_curl,Tomato,19
/content/ccmt-dataset_clean/Cassava/green mite/green mite357_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt485_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Cassava/healthy/healthy434_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner1064_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Cashew/healthy/healthy200_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose221_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/healthy/healthy2_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Cassava/green mite/green mite272_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Cashew/healthy/healthy1017_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose788_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1125_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic393_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2339_-4qOr5E.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Maize/streak virus/streak virus789_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic372_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1963_-dVY7bP.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cashew/healthy/healthy420_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Tomato/leaf curl/leaf curl324_.jpg,Tomato_leaf_curl,Tomato,19
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2195_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose750_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2519_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic782_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic796_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner1221_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot847_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot704_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2595_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/healthy/healthy741_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic798_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Maize/streak virus/streak virus554_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Cassava/healthy/healthy974_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2051_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/green mite/green mite158_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose495_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight547_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose246_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/healthy/healthy109_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Cassava/healthy/healthy837_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight85_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight1270_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Tomato/healthy/healthy68_.jpg,Tomato_healthy,Tomato,17
/content/ccmt-dataset_clean/Cashew/red rust/red rust1227_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1847_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose392_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight320_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot786_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Maize/grasshoper/grasshoper76_.jpg,Maize_grasshoper,Maize,11
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2455_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot951_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic665_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2253_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/leaf curl/leaf curl342_.jpg,Tomato_leaf_curl,Tomato,19
/content/ccmt-dataset_clean/Maize/healthy/healthy171_.jpg,Maize_healthy,Maize,12
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot617_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot498_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1165_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot372_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1341_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight832_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Maize/streak virus/streak virus755_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1137_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot125_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cashew/gumosis/gumosis323_.jpg,Cashew_gumosis,Cashew,1
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic1081_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight10_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight348_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1330_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner219_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose387_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose652_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cashew/red rust/red rust1666_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot316_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight834_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot782_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Cashew/gumosis/gumosis214_.jpg,Cashew_gumosis,Cashew,1
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot521_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2043_-oOlkTQ.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight361_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight653_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2241_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/grasshoper/grasshoper630_.jpg,Maize_grasshoper,Maize,11
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2040_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/streak virus/streak virus605_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight907_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1696_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2338_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight84_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot934_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight350_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic75_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1315_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Maize/streak virus/streak virus290_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight549_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/healthy/healthy1188_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight964_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Cashew/red rust/red rust40_.jpg,Cashew_red_rust,Cashew,4
